,SME_offers,SME,Social_clause,G_clause,G_criterion,G_weight,Price_weight,Award_price,Legal_status,Departement,Procedure_type,CPV,Framework,Advertising,Id_contract,Allotment,Month,Contract_type,SME_ratio,Other_offers,SIREN,Participation
370444,0.0,0,0,0,0,0.0,60.0,12.206072645530174,73,62,open,71332000,1,37.0,22-164265,0,2022_December,Services,0.0,2.0,200069029,0
142413,2.0,0,0,1,1,5.0,45.0,11.002099841204238,73,59,open,50700000,1,37.0,22-164360,1,2022_December,Services,0.5,2.0,185911500,1
142414,2.0,0,0,1,1,5.0,45.0,8.517193191416238,73,59,open,50700000,1,37.0,22-164360,1,2022_December,Services,0.5,2.0,185911500,1
142415,2.0,0,0,1,1,5.0,45.0,9.680344001221918,73,59,open,50700000,1,37.0,22-164360,1,2022_December,Services,0.5,2.0,185911500,1
969064,0.0,0,0,0,0,0.0,40.0,12.702819801096886,72,26,open,32323500,1,47.0,22-164698,0,2022_December,Supplies,0.0,3.0,212600852,0
452103,3.0,1,0,0,1,15.0,50.0,13.304684934198283,72,77,open,77211500,0,35.0,22-164773,0,2022_December,Services,0.75,1.0,217701531,1
1122453,0.0,0,0,0,0,0.0,60.0,16.11809565095832,72,05,open,45233220,1,29.0,22-164899,1,2022_December,Works,0.0,2.0,220500011,0
1122454,0.0,0,0,0,0,0.0,60.0,15.89495209964411,72,05,open,45233220,1,29.0,22-164899,1,2022_December,Works,0.0,2.0,220500011,0
1122455,0.0,0,0,0,0,0.0,60.0,15.89495209964411,72,05,open,45233220,1,29.0,22-164899,1,2022_December,Works,0.0,2.0,220500011,0
766082,0.0,0,0,0,0,0.0,45.0,11.895797255425649,72,14,open,66515000,0,79.0,22-164934,1,2022_December,Services,0.0,1.0,200064996,0
766083,0.0,0,0,0,0,0.0,45.0,10.237814632810952,72,14,open,66516000,0,79.0,22-164934,1,2022_December,Services,0.0,1.0,200064996,0
766086,0.0,0,0,0,0,0.0,45.0,11.129921212642122,72,14,open,66514110,0,79.0,22-164934,1,2022_December,Services,0.0,2.0,200064996,0
699816,0.0,0,0,0,0,0.0,100.0,15.009433026436708,55,29,negotiated,71000000,0,28.0,22-164985,1,2022_December,Services,0.0,1.0,635721400,0
699817,0.0,0,0,0,0,0.0,100.0,15.009433026436708,55,29,negotiated,71000000,0,28.0,22-164985,1,2022_December,Services,0.0,1.0,635721400,0
699818,0.0,0,0,0,0,0.0,100.0,15.009433026436708,55,29,negotiated,71000000,0,28.0,22-164985,1,2022_December,Services,0.0,1.0,635721400,0
699819,0.0,0,0,0,0,0.0,100.0,15.009433026436708,55,29,negotiated,71000000,0,28.0,22-164985,1,2022_December,Services,0.0,1.0,635721400,0
699820,0.0,0,0,0,0,0.0,100.0,14.316285845876763,55,29,negotiated,71000000,0,28.0,22-164985,1,2022_December,Services,0.0,1.0,635721400,0
1035621,1.0,0,0,1,1,40.0,60.0,10.243643709468367,73,10,open,34144900,0,31.0,22-164996,1,2022_December,Supplies,0.5,1.0,200069250,1
1035626,1.0,0,0,1,1,40.0,60.0,9.364556478234514,73,10,open,34100000,0,31.0,22-164996,1,2022_December,Supplies,0.5,1.0,200069250,1
1035627,1.0,0,0,1,1,40.0,60.0,10.327873199668572,73,10,open,34100000,0,31.0,22-164996,1,2022_December,Supplies,0.5,1.0,200069250,1
1035622,0.0,0,0,1,1,40.0,60.0,9.806137092775458,73,10,open,34100000,0,31.0,22-164996,1,2022_December,Supplies,0.0,1.0,200069250,0
1035623,0.0,0,0,1,1,40.0,60.0,10.646549502754869,73,10,open,34100000,0,31.0,22-164996,1,2022_December,Supplies,0.0,1.0,200069250,0
1035624,0.0,0,0,1,1,40.0,60.0,10.66688954133913,73,10,open,34100000,0,31.0,22-164996,1,2022_December,Supplies,0.0,1.0,200069250,0
1035625,1.0,0,0,1,1,40.0,60.0,9.674310838239233,73,10,open,34100000,0,31.0,22-164996,1,2022_December,Supplies,0.5,1.0,200069250,1
467844,0.0,0,0,0,1,9.0,55.0,12.89921982609012,55,31,negotiated,60100000,1,57.0,22-165001,0,2022_December,Services,0.0,2.0,552081317,0
846873,0.0,0,0,0,0,0.0,60.0,12.793859310432293,71,68,open,34351000,0,33.0,22-165091,1,2022_December,Supplies,0.0,3.0,176704609,0
846874,0.0,0,0,0,0,0.0,60.0,13.592367006650065,71,68,open,34352100,0,33.0,22-165091,1,2022_December,Supplies,0.0,3.0,176704609,0
456161,1.0,1,0,0,0,0.0,30.0,11.528818498972141,73,77,open,66514110,0,74.0,22-165174,1,2022_December,Services,0.5,1.0,200087021,1
456166,1.0,1,0,0,0,0.0,30.0,11.96863998948152,73,77,open,66512000,0,74.0,22-165174,1,2022_December,Services,0.5,1.0,200087021,1
915998,0.0,0,0,1,0,0.0,70.0,13.3167703438836,72,85,open,90610000,0,34.0,22-165224,1,2022_December,Services,0.0,1.0,218502227,0
853159,0.0,0,0,0,1,10.0,45.0,12.386375499447208,73,02,open,34138000,1,30.0,22-16527,0,2022_February,Supplies,0.0,2.0,250208790,0
90426,1.0,0,0,0,0,0.0,100.0,15.592325579806506,72,14,negotiated,79341000,0,40.0,22-165298,0,2023_January,Services,0.5,1.0,211402201,1
791872,0.0,0,0,0,0,0.0,60.0,13.506093993366488,73,56,open,90500000,0,33.0,22-165354,0,2022_December,Services,0.0,1.0,200043123,0
761157,1.0,1,0,0,0,0.0,40.0,12.454930726124372,73,17,open,79713000,0,58.0,22-165364,0,2022_December,Services,0.5,1.0,241700624,1
796547,2.0,1,0,0,0,0.0,40.0,14.690979295318174,73,56,open,34928480,1,62.0,22-165465,0,2022_December,Supplies,0.5,2.0,200043123,1
389101,1.0,0,0,0,0,0.0,60.0,11.898155552313629,72,91,open,45220000,0,22.0,22-165631,0,2022_December,Works,0.3333333333333333,2.0,200083525,1
321770,0.0,0,0,0,0,0.0,60.0,12.611537753638338,72,33,open,79824000,1,46.0,22-165695,1,2022_December,Services,0.0,2.0,223300013,0
611411,2.0,1,0,0,1,5.0,35.0,12.611537753638338,73,67,open,90911200,1,31.0,22-16579,1,2022_February,Services,0.5,2.0,180089013,1
611412,1.0,0,0,0,1,5.0,35.0,10.596634733096073,73,67,open,90911200,1,31.0,22-16579,1,2022_February,Services,0.3333333333333333,2.0,180089013,1
986511,0.0,0,0,0,0,0.0,70.0,12.287963321580941,41,66,open,09310000,0,44.0,22-166160,0,2022_December,Supplies,0.0,1.0,488898768,0
286338,1.0,0,0,0,0,0.0,100.0,14.345896426713049,73,93,open,15000000,0,30.0,22-166349,1,2023_April,Supplies,0.5,1.0,130006364,1
796546,0.0,0,0,0,0,0.0,40.0,15.902669245726015,73,56,open,90500000,1,31.0,22-166509,0,2022_December,Services,0.0,1.0,200043123,0
916000,2.0,1,1,0,0,0.0,60.0,13.232228930126942,72,85,open,79714000,0,26.0,22-166602,0,2022_December,Services,0.6666666666666666,1.0,228500013,1
917347,0.0,0,0,0,1,10.0,40.0,12.459085630446662,73,85,open,90520000,0,32.0,22-166751,1,2023_January,Services,0.0,1.0,258502962,0
917348,0.0,0,0,0,1,10.0,40.0,12.604016204239487,73,85,open,90520000,0,32.0,22-166751,1,2023_January,Services,0.0,1.0,258502962,0
90170,4.0,0,0,0,1,5.0,35.0,14.77102200299171,71,75,open,63500000,1,37.0,22-166757,0,2022_December,Services,0.8,1.0,110000023,1
389428,0.0,0,0,0,0,0.0,50.0,12.91700325932262,73,91,open,66512000,0,29.0,22-166783,0,2022_December,Services,0.0,2.0,269102273,0
853650,2.0,0,0,0,0,0.0,45.0,11.908838429604774,72,02,open,79980000,1,50.0,22-167189,1,2022_December,Services,0.6666666666666666,1.0,220200026,1
853651,2.0,0,0,0,0,0.0,45.0,9.713960095491844,72,02,open,79980000,1,50.0,22-167189,1,2022_December,Services,0.6666666666666666,1.0,220200026,1
692687,0.0,0,0,1,1,40.0,20.0,16.523560759066484,72,29,open,44113320,1,34.0,22-167193,0,2022_December,Supplies,0.0,4.0,222900011,0
195582,2.0,0,0,0,0,0.0,40.0,11.28386318247242,73,13,open,33192000,0,38.0,22-167486,1,2022_December,Supplies,0.5,2.0,130015332,1
195583,4.0,1,0,0,0,0.0,40.0,10.944241182249895,73,13,open,33192000,0,38.0,22-167486,1,2022_December,Supplies,0.6666666666666666,2.0,130015332,1
195584,1.0,0,0,0,0,0.0,40.0,10.246885749228074,73,13,open,33192000,0,38.0,22-167486,1,2022_December,Supplies,0.3333333333333333,2.0,130015332,1
68782,8.0,0,1,1,0,0.0,60.0,11.096863204865196,73,75,open,90919200,0,33.0,22-16764,1,2022_February,Services,0.8888888888888888,1.0,180092264,1
68783,4.0,1,1,1,0,0.0,60.0,10.173169592041885,73,75,open,90919200,0,33.0,22-16764,1,2022_February,Services,0.8,1.0,180092264,1
68785,4.0,1,1,1,0,0.0,60.0,11.300128205710163,73,75,open,90919200,0,33.0,22-16764,1,2022_February,Services,0.8,1.0,180092264,1
196876,2.0,0,0,0,0,0.0,40.0,13.16158409055761,72,13,open,64200000,1,55.0,22-167662,1,2022_December,Services,0.3333333333333333,4.0,211300017,1
196878,3.0,0,0,0,0,0.0,40.0,12.89921982609012,72,13,open,64200000,1,55.0,22-167662,1,2022_December,Services,0.42857142857142855,4.0,211300017,1
662132,1.0,1,0,0,0,0.0,40.0,13.69501507319162,72,60,open,44211100,0,57.0,22-167723,0,2022_December,Supplies,0.3333333333333333,2.0,216001743,1
93308,2.0,1,1,0,0,0.0,40.0,15.424948470398375,73,75,negotiated,72600000,1,30.0,22-167813,0,2023_January,Services,0.2222222222222222,7.0,180036048,1
834912,0.0,0,0,0,0,0.0,55.0,18.722463365501827,73,01,open,79723000,1,98.0,22-16783,0,2022_February,Services,0.0,2.0,257401620,0
93352,2.0,0,0,0,0,0.0,40.0,13.304684934198283,73,75,open,71241000,1,29.0,22-167860,0,2023_January,Services,0.25,6.0,180036048,1
759905,3.0,1,0,1,0,0.0,30.0,12.820582380573047,73,17,open,71311300,0,65.0,22-167902,0,2022_December,Services,0.6,2.0,241700624,1
215799,8.0,0,0,0,0,0.0,40.0,12.89921982609012,41,92,open,71356100,1,29.0,22-167988,1,2022_December,Services,0.8888888888888888,1.0,451576656,1
772182,0.0,0,0,0,0,0.0,40.0,12.301382825334498,73,14,open,15894200,1,29.0,22-168056,0,2022_December,Supplies,0.0,1.0,191412576,0
853652,0.0,0,0,0,0,0.0,40.0,11.512925464970229,73,02,open,30230000,1,30.0,22-168133,0,2022_December,Supplies,0.0,6.0,240200493,0
1146810,2.0,1,0,1,0,0.0,35.0,14.22097566607244,55,53,negotiated,71410000,1,36.0,22-168250,0,2022_December,Services,0.6666666666666666,1.0,799245709,1
611091,0.0,0,0,0,0,0.0,50.0,14.842862048199335,72,88,open,50721000,0,90.0,22-168255,0,2022_December,Services,0.0,3.0,218801819,0
844442,0.0,0,0,0,0,0.0,80.0,13.081541382884074,71,68,open,34330000,0,33.0,22-168270,1,2022_December,Supplies,0.0,3.0,176704609,0
844443,0.0,0,0,0,0,0.0,80.0,13.592367006650065,71,68,open,34300000,0,33.0,22-168270,1,2022_December,Supplies,0.0,2.0,176704609,0
844444,0.0,0,0,0,0,0.0,90.0,10.596634733096073,71,68,open,34300000,0,33.0,22-168270,1,2022_December,Supplies,0.0,4.0,176704609,0
844445,0.0,0,0,0,0,0.0,90.0,11.002099841204238,71,68,open,34300000,0,33.0,22-168270,1,2022_December,Supplies,0.0,4.0,176704609,0
262336,0.0,0,0,0,0,0.0,40.0,9.489408954604505,72,69,open,66516000,0,58.0,22-168313,1,2022_December,Services,0.0,1.0,216902759,0
262337,0.0,0,0,0,0,0.0,40.0,9.328133185362542,72,69,open,66513100,0,58.0,22-168313,1,2022_December,Services,0.0,3.0,216902759,0
262338,0.0,0,0,0,0,0.0,40.0,10.80678523919316,72,69,open,66514110,0,58.0,22-168313,1,2022_December,Services,0.0,2.0,216902759,0
262340,0.0,0,0,0,0,0.0,40.0,10.572168869796139,72,69,open,66512000,0,58.0,22-168313,1,2022_December,Services,0.0,4.0,216902759,0
1035486,0.0,0,0,0,0,0.0,30.0,12.628191637992773,72,10,open,34134200,0,33.0,22-168420,1,2022_December,Supplies,0.0,1.0,221000052,0
1035493,0.0,0,0,0,0,0.0,30.0,10.136958393348637,72,10,open,34924000,0,33.0,22-168420,1,2022_December,Supplies,0.0,3.0,221000052,0
1035494,0.0,0,0,0,0,0.0,30.0,8.850440232681756,72,10,open,34924000,0,33.0,22-168420,1,2022_December,Supplies,0.0,3.0,221000052,0
1035495,0.0,0,0,0,0,0.0,30.0,9.443811212788692,72,10,open,34924000,0,33.0,22-168420,1,2022_December,Supplies,0.0,3.0,221000052,0
1035496,0.0,0,0,0,0,0.0,30.0,10.462161182494363,72,10,open,34924000,0,33.0,22-168420,1,2022_December,Supplies,0.0,3.0,221000052,0
1035497,0.0,0,0,0,0,0.0,30.0,9.674074388208323,72,10,open,34144440,0,33.0,22-168420,1,2022_December,Supplies,0.0,1.0,221000052,0
1035498,0.0,0,0,0,0,0.0,30.0,9.287301413112312,72,10,open,16310000,0,33.0,22-168420,1,2022_December,Supplies,0.0,2.0,221000052,0
1035499,0.0,0,0,0,0,0.0,30.0,11.882569939763624,72,10,open,34134200,0,33.0,22-168420,1,2022_December,Supplies,0.0,1.0,221000052,0
1035487,0.0,0,0,0,0,0.0,30.0,11.763956519771329,72,10,open,34134200,0,33.0,22-168420,1,2022_December,Supplies,0.0,1.0,221000052,0
1035500,0.0,0,0,0,0,0.0,30.0,9.800346793616615,72,10,open,34928471,0,33.0,22-168420,1,2022_December,Supplies,0.0,2.0,221000052,0
1035501,0.0,0,0,0,0,0.0,30.0,10.15073817919357,72,10,open,34136200,0,33.0,22-168420,1,2022_December,Supplies,0.0,1.0,221000052,0
1035488,0.0,0,0,0,0,0.0,30.0,8.613048677059759,72,10,open,34139000,0,33.0,22-168420,1,2022_December,Supplies,0.0,2.0,221000052,0
1035489,0.0,0,0,0,0,0.0,30.0,9.912942711306883,72,10,open,42113172,0,33.0,22-168420,1,2022_December,Supplies,0.0,3.0,221000052,0
1035490,0.0,0,0,0,0,0.0,30.0,10.596134608054392,72,10,open,34144420,0,33.0,22-168420,1,2022_December,Supplies,0.0,3.0,221000052,0
1035491,0.0,0,0,0,0,0.0,30.0,9.949368727792317,72,10,open,34144420,0,33.0,22-168420,1,2022_December,Supplies,0.0,3.0,221000052,0
1035492,0.0,0,0,0,0,0.0,30.0,10.666627104916108,72,10,open,16310000,0,33.0,22-168420,1,2022_December,Supplies,0.0,3.0,221000052,0
791877,0.0,0,0,0,0,0.0,30.0,11.609126157241512,72,56,competitive dialogue,39100000,0,28.0,22-168531,0,2022_December,Supplies,0.0,2.0,215601527,0
652772,1.0,0,1,1,1,5.0,45.0,13.392702679629279,81,54,open,55321000,0,31.0,22-168587,1,2022_December,Services,0.2,4.0,424273407,1
75744,2.0,0,0,0,0,0.0,40.0,13.259997840909046,81,75,open,90923000,1,33.0,22-168657,0,2022_December,Services,0.5,2.0,784338881,1
803355,0.0,0,0,0,0,0.0,40.0,13.997832114758229,73,73,open,33696300,1,33.0,22-16873,1,2022_February,Supplies,0.0,3.0,200069110,0
803356,0.0,0,0,0,0,0.0,40.0,11.512925464970229,73,73,open,33696300,1,33.0,22-16873,1,2022_February,Supplies,0.0,2.0,200069110,0
803357,0.0,0,0,0,0,0.0,40.0,11.626254150277232,73,73,open,33696300,1,33.0,22-16873,1,2022_February,Supplies,0.0,3.0,200069110,0
803358,0.0,0,0,0,0,0.0,40.0,12.676076274775909,73,73,open,33696300,1,33.0,22-16873,1,2022_February,Supplies,0.0,3.0,200069110,0
803359,0.0,0,0,0,0,0.0,40.0,11.84939770159144,73,73,open,33696300,1,33.0,22-16873,1,2022_February,Supplies,0.0,1.0,200069110,0
704809,2.0,0,0,0,0,0.0,40.0,14.304594126959852,72,74,open,45221113,0,47.0,22-168738,1,2022_December,Works,0.25,6.0,227400017,1
699328,0.0,0,0,0,0,0.0,35.0,13.652991628466498,55,29,negotiated,71000000,1,31.0,22-168744,1,2022_December,Services,0.0,4.0,635721400,0
699331,0.0,0,0,0,0,0.0,35.0,13.38472764187182,55,29,negotiated,71000000,1,31.0,22-168744,1,2022_December,Services,0.0,4.0,635721400,0
699334,0.0,0,0,0,0,0.0,35.0,13.38472764187182,55,29,negotiated,71000000,1,31.0,22-168744,1,2022_December,Services,0.0,5.0,635721400,0
786903,0.0,0,0,0,0,0.0,40.0,14.774945066934313,73,84,open,90481000,0,31.0,22-168818,0,2022_December,Services,0.0,3.0,248400160,0
92437,1.0,0,0,0,0,0.0,40.0,13.6506830834729,73,92,open,72260000,0,29.0,22-169249,0,2022_December,Services,0.5,1.0,187500020,1
771338,1.0,0,0,0,0,0.0,40.0,10.34536944646484,73,14,open,90911300,0,31.0,22-169253,1,2022_December,Services,0.5,1.0,200065563,1
208135,1.0,1,0,1,0,0.0,60.0,16.038149113660264,73,92,open,79824000,0,66.0,22-169262,0,2022_December,Services,0.3333333333333333,2.0,180080012,1
179073,0.0,0,0,0,0,0.0,60.0,12.850213388535284,72,13,open,66516100,0,61.0,22-169309,0,2022_December,Services,0.0,3.0,211300017,0
987242,0.0,0,0,0,0,0.0,90.0,13.188302791832525,72,66,open,09310000,0,31.0,22-169344,0,2022_December,Supplies,0.0,3.0,216601716,0
263150,0.0,0,0,0,0,0.0,100.0,14.170832587126394,72,01,open,09134000,0,29.0,22-169412,1,2022_December,Supplies,0.0,4.0,210100533,0
263151,0.0,1,0,0,0,0.0,100.0,11.237672496857467,72,01,open,09135100,0,29.0,22-169412,1,2022_December,Supplies,0.0,2.0,210100533,0
82022,2.0,0,0,0,0,0.0,40.0,11.982929094215963,72,91,open,79980000,1,32.0,22-169485,1,2022_December,Services,0.5,2.0,219102860,1
82023,2.0,0,0,0,0,0.0,40.0,11.002099841204238,72,91,open,79980000,1,32.0,22-169485,1,2022_December,Services,0.5,2.0,219102860,1
82024,2.0,0,0,0,0,0.0,40.0,10.239959789157341,72,91,open,79980000,1,32.0,22-169485,1,2022_December,Services,0.5,2.0,219102860,1
374517,0.0,0,0,0,0,0.0,40.0,13.122363377404328,72,62,open,64200000,1,31.0,22-169769,1,2022_December,Services,0.0,3.0,216207654,0
374516,0.0,0,0,0,0,0.0,25.0,12.206072645530174,72,62,open,64200000,1,31.0,22-169769,1,2022_December,Services,0.0,3.0,216207654,0
1153797,1.0,0,1,1,0,0.0,40.0,12.644327576461329,73,70,open,15894210,0,29.0,22-1698,0,2022_January,Supplies,0.5,1.0,247000706,1
749479,1.0,0,0,0,0,0.0,40.0,13.541073712262515,73,27,open,50710000,0,65.0,22-170220,0,2022_December,Services,0.5,1.0,282700012,1
673288,0.0,0,0,0,0,0.0,100.0,15.812473615373873,73,54,open,65100000,0,71.0,22-170262,0,2022_December,Services,0.0,3.0,255400202,0
815011,4.0,1,0,0,0,0.0,100.0,11.695247021764184,72,49,open,34300000,1,31.0,22-170402,1,2022_December,Supplies,0.8,1.0,224900019,1
1133080,0.0,0,0,0,0,0.0,100.0,16.530820265636248,41,81,open,09123000,0,14.0,22-170579,0,2022_December,Supplies,0.0,3.0,278100011,0
1009179,0.0,0,0,0,0,0.0,80.0,13.299472037296626,73,22,open,09123000,1,43.0,22-170643,0,2022_December,Supplies,0.0,1.0,252203161,0
146239,0.0,0,0,0,0,0.0,30.0,12.303925045697678,72,59,open,71313000,1,40.0,22-170657,0,2022_December,Services,0.0,3.0,200053742,0
146240,0.0,0,0,0,0,0.0,30.0,12.386517442311268,72,59,open,71313000,1,40.0,22-170657,0,2022_December,Services,0.0,3.0,200053742,0
193054,0.0,0,0,0,1,20.0,60.0,14.083627474921215,72,13,open,79713000,0,51.0,22-170658,0,2022_December,Services,0.0,1.0,211300017,0
1147137,0.0,1,0,0,0,0.0,60.0,13.912176182374738,73,53,open,90511200,0,29.0,22-170678,0,2022_December,Services,0.0,3.0,245300389,0
1146816,0.0,1,0,0,0,0.0,60.0,14.60776071656724,73,53,open,90500000,0,30.0,22-170687,0,2022_December,Services,0.0,2.0,245300389,0
448934,1.0,0,0,0,0,0.0,40.0,12.89921982609012,73,77,open,71351810,0,45.0,22-170785,0,2022_December,Services,0.5,1.0,200033090,1
448935,1.0,1,0,0,0,0.0,40.0,12.89921982609012,73,77,open,71351810,0,45.0,22-170785,0,2022_December,Services,0.5,1.0,200033090,1
333212,2.0,1,0,1,1,10.0,40.0,12.206072645530174,72,78,open,30200000,1,31.0,22-170809,1,2022_December,Supplies,0.6666666666666666,1.0,217806868,1
673780,0.0,0,0,0,0,0.0,40.0,12.061807508978866,71,54,open,66516000,0,34.0,22-170812,1,2022_December,Services,0.0,2.0,130011430,0
673781,0.0,0,0,0,0,0.0,40.0,11.38996655756978,71,54,open,66514110,0,34.0,22-170812,1,2022_December,Services,0.0,2.0,130011430,0
673782,0.0,0,0,0,0,0.0,40.0,11.542212385595121,71,54,open,66515000,0,34.0,22-170812,1,2022_December,Services,0.0,2.0,130011430,0
456427,0.0,0,0,0,0,0.0,35.0,10.071033823747928,73,77,open,66516400,0,29.0,22-170916,1,2022_December,Services,0.0,1.0,200033090,0
456429,0.0,0,0,0,0,0.0,35.0,10.560748454531664,73,77,open,66515000,0,29.0,22-170916,1,2022_December,Services,0.0,1.0,200033090,0
456431,0.0,0,0,0,0,0.0,35.0,8.731981938347694,73,77,open,66513100,0,29.0,22-170916,1,2022_December,Services,0.0,1.0,200033090,0
456433,0.0,0,0,0,0,0.0,35.0,11.407309361096962,73,77,open,66514110,0,29.0,22-170916,1,2022_December,Services,0.0,1.0,200033090,0
263264,0.0,0,1,1,0,0.0,35.0,11.921613241366895,71,21,open,50700000,0,41.0,22-170997,1,2022_December,Services,0.0,2.0,172101115,0
263265,0.0,0,1,1,0,0.0,35.0,11.2708539037705,71,21,open,50711000,0,41.0,22-170997,1,2022_December,Services,0.0,2.0,172101115,0
572406,0.0,0,0,0,0,0.0,40.0,9.779340559793246,72,44,open,66515200,0,34.0,22-171082,1,2022_December,Services,0.0,1.0,214400251,0
572407,0.0,0,0,0,0,0.0,40.0,7.2633296174768365,72,44,open,66516000,0,34.0,22-171082,1,2022_December,Services,0.0,2.0,214400251,0
572408,0.0,0,0,0,0,0.0,40.0,6.60934924316738,72,44,open,66513100,0,34.0,22-171082,1,2022_December,Services,0.0,4.0,214400251,0
572409,0.0,0,0,0,0,0.0,40.0,8.546363568716018,72,44,open,66514110,0,34.0,22-171082,1,2022_December,Services,0.0,3.0,214400251,0
390696,2.0,0,0,0,0,0.0,70.0,12.994530005894443,73,91,open,79800000,1,32.0,22-171111,0,2022_December,Services,0.6666666666666666,1.0,200017846,1
874965,2.0,0,0,0,0,0.0,100.0,16.69970432688124,73,37,negotiated,63712400,0,50.0,22-171261,0,2022_December,Services,0.4,3.0,243700754,1
437418,0.0,0,1,1,0,0.0,100.0,15.823724590355742,72,83,negotiated,92332000,0,44.0,22-171275,0,2022_December,Services,0.0,1.0,218300697,0
685525,0.0,0,0,0,0,0.0,60.0,11.68350333380701,72,45,open,77310000,0,33.0,22-171282,1,2022_December,Services,0.0,3.0,214502528,0
685526,0.0,0,0,0,0,0.0,60.0,12.56681928883896,72,45,open,77310000,0,33.0,22-171282,1,2022_December,Services,0.0,2.0,214502528,0
685527,0.0,0,0,0,0,0.0,60.0,10.784669107296715,72,45,open,77310000,0,33.0,22-171282,1,2022_December,Services,0.0,2.0,214502528,0
685528,0.0,0,0,0,0,0.0,60.0,12.000811987845196,72,45,open,77310000,0,33.0,22-171282,1,2022_December,Services,0.0,3.0,214502528,0
82319,2.0,0,1,1,0,0.0,100.0,11.513725145140793,73,75,open,64216200,0,43.0,22-171383,1,2022_December,Services,0.5,2.0,180089013,1
82320,0.0,0,1,1,0,0.0,100.0,11.136922067011684,73,75,open,64216200,0,43.0,22-171383,1,2022_December,Services,0.0,2.0,180089013,0
749480,2.0,1,0,0,0,0.0,60.0,12.793859310432293,73,14,open,90513900,1,33.0,22-171407,0,2022_December,Services,0.6666666666666666,1.0,200069532,1
533679,0.0,0,0,0,0,0.0,45.0,10.948077211532334,54,34,open,66515000,0,40.0,22-171411,1,2023_January,Services,0.0,1.0,824089437,0
533680,0.0,0,0,0,0,0.0,45.0,10.987294108609186,54,34,open,66516000,0,40.0,22-171411,1,2023_January,Services,0.0,1.0,824089437,0
533681,1.0,0,0,0,0,0.0,45.0,12.334943318856459,54,34,open,66514110,0,40.0,22-171411,1,2023_January,Services,0.5,1.0,824089437,1
533682,0.0,0,0,0,0,0.0,45.0,8.61274334242517,54,34,open,66513000,0,40.0,22-171411,1,2023_January,Services,0.0,1.0,824089437,0
437317,1.0,1,0,0,1,15.0,45.0,10.643566027780505,73,83,open,50324200,1,51.0,22-171595,0,2022_December,Services,0.5,1.0,200035319,1
414292,0.0,1,0,0,0,0.0,40.0,14.823991184795135,71,76,open,45220000,1,34.0,22-17170,1,2022_February,Works,0.0,9.0,130001696,0
977027,1.0,0,1,1,1,20.0,40.0,12.388394202324129,73,86,open,39800000,1,34.0,22-17172,1,2022_February,Supplies,0.25,3.0,198608564,1
977028,1.0,1,1,1,1,10.0,40.0,11.002099841204238,73,86,open,39800000,1,34.0,22-17172,1,2022_February,Supplies,0.25,3.0,198608564,1
1041312,0.0,0,1,1,1,10.0,30.0,11.390092411913729,72,16,open,39130000,1,73.0,22-171832,1,2022_December,Supplies,0.0,2.0,221600018,0
